OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-32882,2025-029R,2026-02-07T09:52:33.129984,15.30234429,.00011984,53.1603,10.8389,79.0301,281.0835,0,U,62963,999,5671,.13340539E-2,.39404E-3,0
STARLINK-32887,2025-029S,2026-02-07T05:02:48.058944,15.30228238,.0001354,53.1601,11.7176,84.8675,275.2480,0,U,62964,999,5668,.15166E-2,.4487E-3,0
STARLINK-32836,2025-029T,2026-02-07T08:04:49.576224,15.30228839,.00016568,53.1616,11.0827,44.7879,315.3255,0,U,62965,999,5670,.12977643E-2,.3831E-3,0
STARLINK-32888,2025-029U,2026-02-07T07:32:19.889376,15.30221320,.0001768,53.1623,13.7936,58.1655,301.9517,0,U,62966,999,5666,.13822E-2,.40831E-3,0
STARLINK-32897,2025-029V,2026-02-07T05:11:09.626496,15.30220439,.0001203,53.1601,13.8780,79.0231,281.0905,0,U,62967,999,5665,.12608E-2,.37192E-3,0
STARLINK-32863,2025-029W,2026-02-07T07:18:38.647008,15.30222127,.0001429,53.1598,13.7246,85.2645,274.8519,0,U,62968,999,5580,.12628E-2,.37254E-3,0
STARLINK-32894,2025-029X,2026-02-07T03:27:59.054400,15.30208962,.00012287,53.1606,14.1432,99.5408,260.5732,0,U,62969,999,5664,.8731931E-3,.25599E-3,0
STARLINK-32826,2025-029Y,2026-02-07T08:01:00.014016,15.30173524,.00008081,53.1609,13.1906,72.4008,287.7081,0,U,62970,999,5667,.91227314E-3,.26735E-3,0
HULIANWANG DIGUI-11,2025-030A,2026-02-07T22:14:41.095392,13.29335575,.00004827,50.0029,339.4518,109.4177,250.6747,0,U,62971,999,4866,.10165938E-3,-.77E-6,0
HULIANWANG DIGUI-12,2025-030B,2026-02-07T20:38:21.054624,13.29337769,.00005866,50.0045,339.8082,96.4244,263.6695,0,U,62972,999,4865,.11137276E-3,-.72E-6,0
HULIANWANG DIGUI-13,2025-030C,2026-02-07T22:02:36.828384,13.29335995,.00003925,50.0048,339.4631,86.1302,273.9615,0,U,62973,999,4866,.88207351E-4,-.83E-6,0
HULIANWANG DIGUI-14,2025-030D,2026-02-07T21:26:36.027456,13.29335353,.0000471,50.0053,339.3498,83.9932,276.0994,0,U,62974,999,4866,.10252636E-3,-.76E-6,0
HULIANWANG DIGUI-15,2025-030E,2026-02-07T21:50:37.914720,13.29335716,.00004009,50.0049,339.4222,100.0765,260.0152,0,U,62975,999,4866,.96711396E-4,-.79E-6,0
HULIANWANG DIGUI-16,2025-030F,2026-02-07T21:14:31.021728,13.29336168,.00005009,50.0071,339.3557,82.3267,277.7662,0,U,62976,999,4866,.10902209E-3,-.73E-6,0
HULIANWANG DIGUI-17,2025-030G,2026-02-07T21:02:31.875648,13.29335915,.00004573,50.0084,339.3489,92.3172,267.7753,0,U,62977,999,4866,.11287031E-3,-.72E-6,0
HULIANWANG DIGUI-18,2025-030H,2026-02-07T20:50:28.506336,13.29336040,.00004968,50.0088,339.3150,93.4988,266.5941,0,U,62978,999,4866,.11719205E-3,-.7E-6,0
HULIANWANG DIGUI-19,2025-030J,2026-02-07T21:38:23.227872,13.29339154,.00004922,50.0073,339.4468,85.2906,274.8022,0,U,62979,999,4866,.94107337E-4,-.8E-6,0
STARLINK-11543 [DTC],2025-031A,2026-02-07T09:46:54.943104,15.70880374,.00004091,42.9968,183.6484,287.2189,72.8634,0,U,62981,999,5798,.21439609E-2,.284784E-2,0
STARLINK-11458 [DTC],2025-031B,2026-02-07T10:09:50.964192,15.71068372,.00013468,42.9944,183.7739,181.6818,178.4046,0,U,62982,999,5798,.21265584E-2,.284693E-2,0
STARLINK-11417 [DTC],2025-031C,2026-02-07T14:06:28.916352,15.70932681,.0001683,42.9993,183.3095,271.3791,88.6883,0,U,62983,999,5800,.14985E-2,.197223E-2,0
STARLINK-11544 [DTC],2025-031D,2026-02-07T20:43:08.090976,15.71132861,.00008778,42.9976,181.0502,314.3312,45.7483,0,U,62984,999,5802,.19849153E-2,.265813E-2,0
STARLINK-11582 [DTC],2025-031E,2026-02-07T13:28:15.292704,15.70972726,.0001767,42.9989,183.0931,267.2198,92.8467,0,U,62985,999,5800,.18104E-2,.240015E-2,0
STARLINK-11571 [DTC],2025-031F,2026-02-07T11:10:49.900512,15.70849059,.00008818,42.9990,183.2185,246.2678,113.8097,0,U,62986,999,5799,.22111001E-2,.293639E-2,0
STARLINK-11539 [DTC],2025-031G,2026-02-07T10:17:29.713632,15.71137879,.00020519,42.9957,183.8151,213.4414,146.6324,0,U,62987,999,5798,.31703262E-2,.433693E-2,0
STARLINK-11542 [DTC],2025-031H,2026-02-07T14:29:13.365024,15.70973297,.0001846,42.9993,182.5370,256.2170,103.8493,0,U,62988,999,5798,.1402E-2,.184523E-2,0
STARLINK-11573 [DTC],2025-031J,2026-02-07T10:40:25.935168,15.71116234,.00010267,42.9957,183.9423,221.0755,139.0035,0,U,62989,999,5795,.25439388E-2,.343819E-2,0
STARLINK-11572 [DTC],2025-031K,2026-02-07T20:44:26.699424,15.71092363,.00006377,42.9976,181.0551,267.8982,92.1813,0,U,62990,999,5805,.1937043E-2,.258729E-2,0
STARLINK-11583 [DTC],2025-031L,2026-02-07T10:48:04.567968,15.71117950,.00017799,42.9993,183.9865,250.8997,109.1678,0,U,62991,999,5799,.3104795E-2,.423856E-2,0
STARLINK-11570 [DTC],2025-031M,2026-02-07T13:58:50.025216,15.70960705,.00020438,42.9991,183.2619,291.9295,68.1355,0,U,62992,999,5799,.20741556E-3,.26386E-3,0
STARLINK-11576 [DTC],2025-031N,2026-02-07T10:32:47.704128,15.71260037,.00035758,42.9993,183.9010,302.5050,57.5472,0,U,62993,999,5797,.34115826E-2,.471294E-2,0
STARLINK-32899,2025-031P,2026-02-07T04:09:05.039136,15.27586512,.00022471,42.9983,316.0698,251.3704,108.6904,0,U,62994,999,5642,.15475487E-2,.42579E-3,0
STARLINK-32819,2025-031Q,2026-02-07T03:20:59.120160,15.27593129,.00007177,43.0031,315.8120,9.0702,351.0163,0,U,62995,999,5642,.18357929E-2,.50622E-3,0
STARLINK-32703,2025-031R,2026-02-07T04:01:40.753056,15.27601238,.00017076,43.0011,316.0300,263.5281,96.5376,0,U,62996,999,5642,.1889688E-2,.52141E-3,0
STARLINK-32881,2025-031S,2026-02-07T03:06:08.998848,15.27578282,.00045544,43.0014,315.7283,244.6179,115.4202,0,U,62997,999,5642,.15704949E-2,.43215E-3,0
STARLINK-32898,2025-031T,2026-02-07T03:52:25.966560,15.27576950,.00024566,43.0015,315.9786,262.6884,97.3688,0,U,62998,999,5642,.15104724E-2,.41535E-3,0
STARLINK-32658,2025-031U,2026-02-06T05:13:30.644256,15.27550055,.0002171,43.0034,320.9293,276.8868,83.1737,0,U,62999,999,5628,.19094E-2,.52608E-3,0
STARLINK-32673,2025-031V,2026-02-07T03:37:34.963968,15.27606300,.00039712,43.0058,315.8881,232.4691,127.5801,0,U,63000,999,5642,.14944194E-2,.4113E-3,0
STARLINK-32437,2025-031W,2026-02-07T04:14:37.148640,15.27663022,.00002578,42.9971,316.0937,224.1130,135.9701,0,U,63001,999,5642,.27147279E-2,.75399E-3,0
2025-009DM,2025-009DM,2026-02-07T21:51:12.819456,15.55280312,.0002772,97.4121,127.6064,279.7864,80.3077,0,U,63002,999,11717,.18299049E-2,.125621E-2,0
FOSSASAT-2E20 (TAT-O),2025-009DN,2026-02-07T16:27:01.209024,15.26007916,.00041945,97.3290,116.8340,77.8677,282.3031,0,U,63003,999,11673,.74173883E-3,.1904E-3,0
STARLINK-11448 [DTC],2025-032A,2026-02-07T08:00:41.086368,15.70944252,.00014827,42.9990,17.9563,225.3992,134.6755,0,U,63005,999,5745,.19464952E-2,.258362E-2,0
STARLINK-11553 [DTC],2025-032B,2026-02-07T07:45:34.921440,15.70932990,.00016813,42.9994,18.7654,252.8812,107.1872,0,U,63006,999,5743,.18373434E-2,.243287E-2,0
STARLINK-11526 [DTC],2025-032C,2026-02-07T23:08:38.410080,15.70848165,.00012197,42.9973,14.0817,197.1969,162.8857,0,U,63007,999,5754,.19078063E-2,.252004E-2,0
STARLINK-11405 [DTC],2025-032D,2026-02-07T07:31:36.407712,15.70943761,.000152,42.9989,18.6869,290.7719,69.2986,0,U,63008,999,5728,.20078E-2,.266784E-2,0
STARLINK-11586 [DTC],2025-032E,2026-02-07T07:07:22.054656,15.70949577,.0001656,42.9998,18.5498,354.8221,5.2629,0,U,63009,999,5743,.28954E-2,.390887E-2,0
STARLINK-11574 [DTC],2025-032F,2026-02-07T07:22:39.270144,15.70952168,.0001092,42.9994,18.6370,298.2371,61.8387,0,U,63010,999,5743,.2312E-2,.308968E-2,0
STARLINK-11580 [DTC],2025-032G,2026-02-07T23:31:34.478688,15.71013749,.00018477,42.9998,14.2060,230.7958,129.2746,0,U,63011,999,5739,.22887751E-2,.306554E-2,0
STARLINK-11449 [DTC],2025-032H,2026-02-07T06:59:42.485280,15.70933922,.0001553,42.9995,18.5061,255.0264,105.0432,0,U,63012,999,5743,.12144E-2,.159023E-2,0
STARLINK-11577 [DTC],2025-032J,2026-02-07T22:30:35.728128,15.70983428,.00016306,42.9986,14.7598,209.1647,150.9130,0,U,63013,999,5753,.18676103E-2,.247968E-2,0
STARLINK-11578 [DTC],2025-032K,2026-02-07T07:37:55.703712,15.71006039,.00021648,42.9893,18.7181,206.0715,154.0044,0,U,63014,999,5738,.15506111E-2,.204931E-2,0
STARLINK-11541 [DTC],2025-032L,2026-02-07T23:23:55.844160,15.70981351,.00012672,43.0004,14.1568,256.4423,103.6304,0,U,63015,999,5755,.17364233E-2,.229994E-2,0
STARLINK-11545 [DTC],2025-032M,2026-02-07T08:23:37.217184,15.70934023,.00014885,42.9998,18.0810,278.4833,81.5866,0,U,63016,999,5745,.68593461E-3,.88864E-3,0
STARLINK-11400 [DTC],2025-032N,2026-02-07T07:30:18.119808,15.70948424,.0000503,42.9977,18.6779,295.9555,64.1260,0,U,63017,999,5743,.2456E-2,.329003E-2,0
STARLINK-32870,2025-032P,2026-02-07T07:32:33.658944,15.27613202,.0001563,43.0003,147.6640,283.7719,76.2959,0,U,63018,999,5597,.15955E-2,.43951E-3,0
STARLINK-32872,2025-032Q,2026-02-06T06:57:30.399552,15.27587188,.00007496,42.9971,153.7393,223.3089,136.7704,0,U,63019,999,5581,.15196939E-2,.41803E-3,0
STARLINK-32677,2025-032R,2026-02-07T07:38:06.368064,15.27606873,.000281,42.9994,147.6943,283.6681,76.3857,0,U,63020,999,5596,.12898E-2,.35433E-3,0
STARLINK-32929,2025-032S,2026-02-07T07:43:39.397728,15.27601512,.0003259,42.9993,147.7212,282.8782,77.1705,0,U,63021,999,5597,.11093E-2,.30412E-3,0
STARLINK-32944,2025-032T,2026-02-07T08:09:34.079328,15.27564949,.00011971,42.9979,147.8642,236.7687,123.3050,0,U,63022,999,5597,.78224387E-3,.21316E-3,0
STARLINK-32943,2025-032U,2026-02-07T07:06:39.594240,15.27593465,.0002087,42.9985,147.5297,279.0664,80.9951,0,U,63023,999,5597,.11879E-2,.32586E-3,0
STARLINK-32803,2025-032V,2026-02-07T08:35:15.517536,15.27599925,.00014342,42.9994,147.1272,248.0804,111.9895,0,U,63024,999,5582,.1179433E-2,.32356E-3,0
STARLINK-32926,2025-032W,2026-02-07T08:26:00.126240,15.27606845,.00011609,43.0009,147.0826,235.1092,124.9651,0,U,63025,999,5598,.13550204E-2,.37244E-3,0
GLOBAL-31,2025-033B,2026-02-07T13:15:49.936320,15.39391909,.0010397,59.0003,120.0685,37.9939,322.1868,0,U,63027,999,5437,.53892E-3,.21042E-3,0
STARLINK-32798,2025-034A,2026-02-07T09:55:43.435488,15.30222327,.000193,53.1600,51.3834,87.7785,272.3436,0,U,63029,999,5427,.11662791E-2,.34367E-3,0
STARLINK-32779,2025-034B,2026-02-07T11:17:46.925664,15.30220326,.00015439,53.1587,51.7372,94.5960,265.5217,0,U,63030,999,5427,.10359486E-2,.30468E-3,0
STARLINK-32716,2025-034C,2026-02-07T09:51:52.951392,15.30226152,.00014062,53.1590,38.5777,93.3405,266.7757,0,U,63031,999,5445,.12033691E-2,.3548E-3,0
STARLINK-32776,2025-034D,2026-02-07T23:34:12.253728,15.30229235,.00010312,53.1600,36.4523,87.6703,272.4416,0,U,63032,999,5453,.13978709E-2,.4131E-3,0
STARLINK-32772,2025-034E,2026-02-07T07:05:03.267744,15.30216710,.0001398,53.1596,39.2846,89.4729,270.6432,0,U,63033,999,5443,.10811E-2,.31815E-3,0
STARLINK-32830,2025-034F,2026-02-07T08:45:11.462400,15.30205115,.00019895,53.1610,38.9980,71.4422,288.6795,0,U,63034,999,5444,.68905666E-3,.20107E-3,0
STARLINK-32801,2025-034G,2026-02-07T07:33:55.565280,15.30220069,.0001465,53.1615,39.4042,87.9323,272.1845,0,U,63035,999,5442,.11719E-2,.34532E-3,0
STARLINK-32818,2025-034H,2026-02-07T08:51:15.672096,15.30280965,.00017559,53.1536,39.0313,61.0962,299.0214,0,U,63036,999,5444,.4737791E-2,.143047E-2,0
STARLINK-32810,2025-034J,2026-02-07T09:03:24.434496,15.30253255,.0001615,53.1608,39.0798,99.9238,260.1945,0,U,63037,999,5444,.16125171E-2,.47786E-3,0
STARLINK-32812,2025-034K,2026-02-07T08:57:19.555200,15.30215320,.00013732,53.1623,39.0430,119.3221,240.7917,0,U,63038,999,5444,.15475101E-2,.45778E-3,0
STARLINK-32811,2025-034L,2026-02-07T09:00:22.896000,15.30223595,.00013705,53.1594,39.0668,104.2994,255.8160,0,U,63039,999,5444,.12075809E-2,.35604E-3,0
STARLINK-32832,2025-034M,2026-02-07T10:14:41.018496,15.30264858,.00012561,53.1590,38.6797,118.9843,241.1284,0,U,63040,999,5445,.24710004E-2,.73701E-3,0
STARLINK-32820,2025-034N,2026-02-07T05:41:38.475168,15.30213015,.0001317,53.1574,39.6288,94.1945,265.9206,0,U,63041,999,5442,.12588E-2,.37124E-3,0
STARLINK-32795,2025-034P,2026-02-07T09:48:50.326848,15.30215841,.00014214,53.1595,38.5598,88.7876,271.3287,0,U,63042,999,5445,.13137656E-2,.38773E-3,0
STARLINK-32827,2025-034Q,2026-02-07T08:06:38.295072,15.30209138,.00018595,53.1590,52.3275,84.7201,275.4012,0,U,63043,999,5425,.77797078E-3,.22759E-3,0
STARLINK-32735,2025-034R,2026-02-07T09:46:36.569280,15.30218684,.00016359,53.1603,51.3416,83.2252,276.8935,0,U,63044,999,5427,.12140387E-2,.35791E-3,0
STARLINK-32828,2025-034S,2026-02-07T07:14:58.171488,15.30261279,.0001632,53.1608,52.0998,87.5326,272.5862,0,U,63045,999,5425,.81583E-3,.23927E-3,0
STARLINK-32738,2025-034T,2026-02-07T09:41:14.811360,15.30222023,.00014805,53.1601,38.5310,77.4236,282.6930,0,U,63046,999,5445,.12434064E-2,.36674E-3,0
STARLINK-32590,2025-034U,2026-02-07T21:25:11.959392,15.30219907,.00016056,53.1595,36.6082,97.3481,262.7703,0,U,63047,999,5451,.65848061E-3,.19206E-3,0
STARLINK-32790,2025-034V,2026-02-07T23:26:36.373632,15.30216351,.00015982,53.1603,36.4185,91.9594,268.1590,0,U,63048,999,5453,.74527839E-3,.2179E-3,0
STARLINK-32829,2025-034W,2026-02-07T09:36:07.699104,15.30218455,.00014698,53.1590,52.0028,87.6131,272.5038,0,U,63049,999,5426,.10592851E-2,.31163E-3,0
STARLINK-32816,2025-034X,2026-02-07T07:31:41.640960,15.30196344,.0001573,53.1587,52.1705,71.1196,288.9975,0,U,63050,999,5425,.11214E-2,.32998E-3,0
STARLINK-32835,2025-034Y,2026-02-07T10:50:25.655712,15.30223202,.0001515,53.1583,51.6179,90.3361,269.7814,0,U,63051,999,5427,.11473016E-2,.338E-3,0
STARLINK-11550 [DTC],2025-035A,2026-02-07T11:45:48.012192,15.70931131,.0005041,43.0005,197.1631,285.5876,74.4435,0,U,63052,999,5647,.222414E-2,.296591E-2,0
STARLINK-11563 [DTC],2025-035B,2026-02-07T11:53:26.826432,15.71143955,.00031002,42.9989,197.2063,272.1584,87.8928,0,U,63053,999,5636,.26706319E-2,.362195E-2,0
STARLINK-11347 [DTC],2025-035C,2026-02-07T11:07:45.489216,15.71080795,.00013827,42.9984,197.8446,254.9701,105.1014,0,U,63054,999,5646,.27135753E-2,.367273E-2,0
STARLINK-11558 [DTC],2025-035D,2026-02-07T11:22:51.842496,15.71036055,.00018206,42.9982,197.0336,245.0716,114.9963,0,U,63055,999,5636,.21034963E-2,.281094E-2,0
STARLINK-11392 [DTC],2025-035E,2026-02-07T10:52:28.140672,15.70882028,.0001375,42.9977,197.7577,190.1309,169.9531,0,U,63056,999,5646,.243309E-3,.30943E-3,0
STARLINK-11406 [DTC],2025-035F,2026-02-07T18:07:19.492608,15.70921444,.00028642,43.0022,195.7161,287.8749,72.1806,0,U,63057,999,5639,.20206117E-2,.268297E-2,0
STARLINK-11418 [DTC],2025-035G,2026-02-07T11:15:23.951808,15.71077563,.00022448,42.9947,197.8833,159.2621,200.8338,0,U,63058,999,5634,.21167906E-2,.283452E-2,0
STARLINK-11509 [DTC],2025-035H,2026-02-07T00:00:02.000160,15.70796954,.00015719,43.0001,200.5636,286.9327,357.8160,0,U,63059,999,599,.26644581E-3,.33818E-3,0
STARLINK-11403 [DTC],2025-035J,2026-02-07T21:25:44.763744,15.71110688,.00022263,42.9985,195.0292,275.6122,84.4492,0,U,63060,999,5653,.17825576E-2,.237631E-2,0
STARLINK-11409 [DTC],2025-035K,2026-02-07T17:00:00.746208,15.70934937,.00032506,43.0027,196.2314,274.2487,85.8009,0,U,63061,999,5650,.21661431E-2,.288533E-2,0
STARLINK-11412 [DTC],2025-035L,2026-02-07T10:37:10.568352,15.71137225,.00022757,42.9985,197.6685,232.1696,127.8966,0,U,63062,999,5646,.32489425E-2,.44506E-2,0
STARLINK-11399 [DTC],2025-035M,2026-02-07T17:44:23.190720,15.70919714,.00034994,43.0009,195.5822,289.7938,70.2552,0,U,63063,999,5651,.18300382E-2,.242181E-2,0
STARLINK-11408 [DTC],2025-035N,2026-02-07T11:30:30.385440,15.71164873,.00039007,42.9999,197.0702,146.3659,213.7457,0,U,63064,999,5647,.28885052E-2,.39365E-2,0
STARLINK-33635,2025-035P,2026-02-07T04:15:44.385984,15.27580687,.00033711,43.0008,319.3712,242.9556,117.0952,0,U,63065,999,5506,.14220431E-2,.39082E-3,0
STARLINK-33622,2025-035Q,2026-02-06T04:17:28.285440,15.27606608,.00008564,43.0019,324.7679,314.5789,45.4993,0,U,63066,999,5491,.7949398E-3,.21695E-3,0
STARLINK-33628,2025-035R,2026-02-07T03:07:29.610912,15.27587406,.00018883,43.0000,319.8755,239.3238,120.7428,0,U,63067,999,5505,.16358692E-2,.4504E-3,0
STARLINK-33627,2025-035S,2026-02-06T03:24:00.563616,15.27608967,.0003108,43.0006,325.3540,247.9862,112.0660,0,U,63068,999,5489,.16401463E-2,.45192E-3,0
STARLINK-33620,2025-035T,2026-02-07T02:50:50.561664,15.27582739,.000127,42.9983,319.7904,270.5406,89.5300,0,U,63069,999,5504,.16464899E-2,.45328E-3,0
STARLINK-33604,2025-035U,2026-02-07T03:27:50.952672,15.27594159,.00010323,42.9991,319.9816,239.9502,120.1247,0,U,63070,999,5504,.17365205E-2,.47854E-3,0
STARLINK-33624,2025-035V,2026-02-07T04:42:21.923712,15.27572711,.0003026,42.9983,316.0357,86.0120,274.1077,0,U,63071,999,5499,.10354E-2,.28336E-3,0
STARLINK-33623,2025-035W,2026-02-07T03:18:35.697888,15.27603305,.00011655,43.0008,319.9328,270.8240,89.2478,0,U,63072,999,5505,.20335313E-2,.56163E-3,0
STARLINK-33586,2025-035X,2026-02-07T04:02:20.298336,15.27571163,.00013404,43.0003,312.3688,301.9064,58.1658,0,U,63073,999,5514,.84507407E-3,.23059E-3,0
STARLINK-33605,2025-035Y,2026-02-07T03:59:05.227008,15.27582544,.00012775,43.0033,319.2749,268.2402,91.8303,0,U,63074,999,5505,.12786371E-2,.35093E-3,0
ZHONGXING-10R,2025-036A,2026-02-07T22:21:16.029792,1.00274417,.00020362,0.0861,260.7031,327.6813,355.4628,0,U,63075,999,365,0,-.347E-5,0
STARLINK-32839,2025-037A,2026-02-07T11:20:29.050944,14.98336506,.0002846,70.0017,70.7337,266.1913,93.8920,0,U,63077,999,5406,.43494725E-3,.5101E-4,0
STARLINK-32821,2025-037B,2026-02-07T11:20:14.469216,14.98332018,.00024625,70.0027,70.7302,252.5012,107.5878,0,U,63078,999,5406,.17965993E-3,.2051E-4,0
STARLINK-32817,2025-037C,2026-02-07T12:14:18.390912,14.98339630,.00030989,70.0011,70.4547,274.7382,85.3423,0,U,63079,999,5407,.90957108E-3,.10779E-3,0
STARLINK-32906,2025-037D,2026-02-07T11:44:31.518816,14.98340280,.00036105,69.9997,70.7836,274.7159,85.3587,0,U,63080,999,5407,.50969409E-3,.5996E-4,0
STARLINK-32895,2025-037E,2026-02-07T11:38:16.384704,14.98344305,.00030694,70.0021,70.7729,267.4450,92.6358,0,U,63081,999,5393,.46827566E-3,.5501E-4,0
STARLINK-32933,2025-037F,2026-02-07T16:00:01.999584,14.98345824,.00030272,70.0003,70.1595,275.4068,119.0061,0,U,63082,999,573,-.32507404E-2,-.38683E-3,0
STARLINK-32932,2025-037G,2026-02-07T11:08:13.455168,14.98329236,.00029052,70.0016,70.7019,266.7283,93.3543,0,U,63083,999,5393,.70975516E-3,.8386E-4,0
STARLINK-32908,2025-037H,2026-02-07T12:32:20.343552,14.98357165,.00031028,70.0000,70.4991,268.1547,91.9257,0,U,63084,999,5394,.59877694E-3,.7064E-4,0
STARLINK-32505,2025-037J,2026-02-07T11:38:30.263136,14.98362788,.00023447,70.0033,70.7732,253.1299,106.9603,0,U,63085,999,5402,.14736694E-2,.17549E-3,0
STARLINK-32914,2025-037K,2026-02-07T12:38:22.032960,14.98337126,.0002677,70.0010,70.5126,266.0176,94.0677,0,U,63086,999,5408,.14697E-2,.1749E-3,0
STARLINK-32918,2025-037L,2026-02-07T11:26:15.160704,14.98343217,.000366,69.9993,70.7411,274.4323,85.6418,0,U,63087,999,5416,.52949072E-3,.6233E-4,0
STARLINK-32912,2025-037M,2026-02-07T11:56:30.244992,14.98352156,.00022487,70.0040,70.4209,252.7302,107.3611,0,U,63088,999,5418,.1085806E-2,.12894E-3,0
STARLINK-32910,2025-037N,2026-02-07T11:08:28.326336,14.98301762,.00028566,70.0025,70.6972,264.7992,95.2841,0,U,63089,999,5407,-.89385355E-3,-.10734E-3,0
STARLINK-32903,2025-037P,2026-02-07T11:50:15.834912,14.98335073,.00030435,70.0008,70.4029,270.6316,89.4494,0,U,63090,999,5394,.36469391E-3,.4262E-4,0
STARLINK-32925,2025-037Q,2026-02-07T11:56:16.244736,14.98339923,.00033252,70.0006,70.4147,271.3049,88.7729,0,U,63091,999,5402,.43723205E-3,.5129E-4,0
STARLINK-32924,2025-037R,2026-02-07T12:08:17.536992,14.98340457,.00033129,70.0007,70.4460,272.2061,87.8718,0,U,63092,999,5408,.38020838E-3,.4448E-4,0
STARLINK-32900,2025-037S,2026-02-07T10:50:11.277024,14.98332886,.00029356,70.0018,70.6562,271.3291,88.7531,0,U,63093,999,5393,.13452296E-3,.1513E-4,0
STARLINK-32927,2025-037T,2026-02-07T11:32:15.867744,14.98337793,.00024548,70.0015,70.7593,263.9523,96.1356,0,U,63094,999,5402,.3117831E-3,.363E-4,0
STARLINK-32907,2025-037U,2026-02-07T11:14:15.288864,14.98348257,.00032267,70.0005,70.7107,274.0406,86.0385,0,U,63095,999,5402,.53465851E-3,.6295E-4,0
STARLINK-32911,2025-037V,2026-02-07T11:44:17.396736,14.98337359,.00033545,69.9998,70.7842,278.2543,81.8235,0,U,63096,999,5406,.57173252E-3,.6737E-4,0
STARLINK-32923,2025-037W,2026-02-07T12:02:16.994112,14.98335157,.00031656,70.0009,70.4305,270.0395,90.0401,0,U,63097,999,5408,.29856774E-3,.3472E-4,0
STARLINK-32913,2025-037X,2026-02-07T12:20:18.702240,14.98336477,.00032399,70.0008,70.4664,269.7360,90.3427,0,U,63098,999,5409,.42758968E-3,.5013E-4,0
STARLINK-11629 [DTC],2025-039A,2026-02-07T11:01:46.461792,15.70923953,.00010422,42.9990,58.8334,288.5458,71.5297,0,U,63104,999,5486,.19765214E-2,.262257E-2,0
STARLINK-11624 [DTC],2025-039B,2026-02-07T10:32:41.251776,15.70923596,.00016836,42.9999,59.5641,265.6437,94.4238,0,U,63105,999,5485,.18820599E-2,.249303E-2,0
STARLINK-11584 [DTC],2025-039C,2026-02-07T02:53:34.611936,15.70915522,.00014238,43.0005,61.4721,208.5691,151.5099,0,U,63106,999,5480,.18658192E-2,.246994E-2,0
STARLINK-11627 [DTC],2025-039D,2026-02-07T11:17:03.232320,15.70908724,.00021609,42.9983,58.9178,230.0691,129.9987,0,U,63107,999,5486,.12745463E-2,.166904E-2,0
STARLINK-11632 [DTC],2025-039E,2026-02-07T10:08:26.903040,15.70949751,.00011382,42.9992,59.4282,280.2599,79.8140,0,U,63108,999,5485,.17345981E-2,.229432E-2,0
STARLINK-11625 [DTC],2025-039F,2026-02-07T10:16:04.842048,15.70948477,.00026764,43.0017,59.4698,288.6056,71.4521,0,U,63109,999,5485,.20408E-2,.271388E-2,0
STARLINK-11601 [DTC],2025-039G,2026-02-07T09:53:09.784320,15.70923741,.00020936,43.0004,59.3418,252.5641,107.4998,0,U,63110,999,5485,.74670031E-3,.96831E-3,0
STARLINK-11630 [DTC],2025-039H,2026-02-07T10:23:44.427840,15.70996339,.00016584,42.9996,59.5114,337.2659,22.8135,0,U,63111,999,5485,.22260311E-2,.297595E-2,0
STARLINK-11590 [DTC],2025-039J,2026-02-07T10:39:00.917568,15.71003984,.00024468,43.0046,59.5917,270.0729,89.9859,0,U,63112,999,5485,.24699517E-2,.331738E-2,0
STARLINK-11598 [DTC],2025-039K,2026-02-07T10:00:47.429568,15.70899693,.00012679,42.9993,59.3811,268.0151,92.0572,0,U,63113,999,5485,.13086248E-2,.171401E-2,0
STARLINK-11600 [DTC],2025-039L,2026-02-07T11:09:24.634080,15.70934553,.00014169,42.9992,58.8696,253.4524,106.6188,0,U,63114,999,5486,.16072675E-2,.211971E-2,0
STARLINK-11597 [DTC],2025-039M,2026-02-07T10:54:07.667424,15.70910269,.00007154,42.9993,58.7830,259.7812,100.2975,0,U,63115,999,5486,.22425177E-2,.298773E-2,0
STARLINK-11591 [DTC],2025-039N,2026-02-07T10:46:29.229888,15.71037173,.00029452,43.0006,58.7401,334.1436,25.9284,0,U,63116,999,5486,.30452015E-2,.413795E-2,0
STARLINK-32955,2025-039P,2026-02-07T16:48:04.855680,15.28351588,.00001368,42.9956,181.8571,52.0567,308.0297,0,U,63117,999,5348,.30983351E-2,.88078E-3,0
STARLINK-32945,2025-039Q,2026-02-07T17:02:03.892992,15.27625586,.00019528,43.0026,181.9324,270.7933,89.2695,0,U,63118,999,5348,.16607414E-2,.45787E-3,0
STARLINK-32941,2025-039R,2026-02-07T09:16:52.401504,15.27601174,.00033377,43.0037,172.5434,283.6930,76.3550,0,U,63119,999,5356,.14171182E-2,.38969E-3,0
STARLINK-32942,2025-039S,2026-02-05T21:14:55.915296,15.27617217,.0002751,43.0039,192.3178,288.9923,71.0631,0,U,63120,999,5320,.12162E-2,.33396E-3,0
