OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-02-07T20:22:51.280896,13.76457752,.0023999,90.2161,68.7728,327.7909,86.7634,0,U,900,999,5363,.69872653E-3,.693E-5,0
CALSPHERE 2,1964-063E,2026-02-07T23:15:09.123840,13.52888973,.00168513,90.2291,72.7482,239.3476,168.8446,0,U,902,999,83879,.4455933E-4,.38E-6,0
LCS 1,1965-034C,2026-02-07T17:14:11.624640,9.89309827,.00133619,32.1393,124.4255,22.8236,337.2853,0,U,1361,999,19706,-.9045559E-3,.1E-7,0
TEMPSAT 1,1965-065E,2026-02-07T22:47:05.435808,13.33587232,.00679504,89.9881,212.6078,251.1039,232.0770,0,U,1512,999,94282,.74767061E-4,.46E-6,0
CALSPHERE 4A,1965-065H,2026-02-07T18:29:42.354240,13.36253698,.00717035,89.9087,123.7449,108.9234,12.1660,0,U,1520,999,94542,.20009137E-3,.114E-5,0
OPS 5712 (P/L 160),1967-053A,2026-02-07T22:41:40.861248,14.75621372,.00060624,69.9197,354.5821,254.0721,105.9758,0,U,2826,999,4715,.16532392E-2,.11245E-3,0
LES-5,1967-066E,2026-02-07T22:08:33.402048,1.09426143,.00567883,2.3249,100.4783,205.9397,229.3634,0,U,2866,999,12962,0,-.11E-5,0
SURCAL 159,1967-053F,2026-02-07T22:38:45.517632,13.99565673,.00095599,69.9731,279.1287,278.6714,81.3310,0,U,2872,999,99212,.10732974E-3,.103E-5,0
OPS 5712 (P/L 153),1967-053H,2026-02-07T08:47:38.108256,13.96805639,.00076292,69.9738,33.5612,341.3669,18.7157,0,U,2874,999,98865,.71806425E-4,.47E-6,0
OPS 3811 (DSP 2),1971-039A,2026-02-07T21:36:36.465120,0.98162034,.002447,0.2395,342.9179,308.0043,125.1102,0,U,5204,999,20496,0,-.13E-5,0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-02-07T22:51:10.629504,14.37687326,.00581221,87.6230,14.6560,303.0864,56.4763,0,U,5398,999,85531,.39391426E-3,.1224E-4,0
OSCAR 7 (AO-7),1974-089B,2026-02-07T22:49:48.671328,12.53695636,.00122504,101.9972,50.8219,19.1527,46.6281,0,U,7530,999,34432,.33971566E-4,-.41E-6,0
STARLETTE,1975-010A,2026-02-07T21:41:52.993248,13.82348836,.02055454,49.8225,254.9049,355.9476,3.9747,0,U,7646,999,57665,.8941351E-5,-.132E-5,0
LAGEOS 1,1976-039A,2026-02-07T22:56:09.176928,6.38664938,.00446591,109.8245,135.0979,329.9487,187.8461,0,U,8820,999,90488,0,-.15E-6,0
OPS 8701 (DSP 10),1982-019A,2026-02-07T04:21:22.851936,0.98189048,.000581,9.5524,310.1402,320.6177,216.8756,0,U,13086,999,2438,0,-.53E-6,0
PHASE 3B (AO-10),1983-058B,2026-02-05T18:22:14.087712,2.05870291,.605624,25.9610,241.7283,79.1046,339.8337,0,U,14129,999,29278,0,.196E-5,0
UOSAT 2 (UO-11),1984-021B,2026-02-07T22:23:01.646016,14.90394435,.0006077,97.7900,6.1091,247.6082,112.4493,0,U,14781,999,23787,.22116006E-3,.2099E-4,0
AJISAI (EGS),1986-061A,2026-02-07T22:13:40.080576,12.44515308,.00112392,50.0071,184.8700,210.3534,239.3405,0,U,16908,999,46429,.43388571E-4,-.91E-6,0
TDRS 3,1988-091B,2026-02-07T04:28:52.133664,1.00270021,.0044048,12.6997,341.8609,350.3617,183.4729,0,U,19548,999,12408,0,-.295E-5,0
COSMOS 1989 (ETALON 1),1989-001C,2026-02-07T06:33:38.892384,2.13156102,.0023432,64.8677,76.6387,217.4677,136.9533,0,U,19751,999,28859,0,-.24E-6,0
COSMOS 2024 (ETALON 2),1989-039C,2026-02-07T23:29:51.875232,2.13204583,.00204526,65.0134,314.9890,213.6602,97.5034,0,U,20026,999,28574,0,-.75E-6,0
FLTSATCOM 8 (USA 46),1989-077A,2026-02-07T19:00:06.134688,1.00275637,.00088389,12.4565,351.9387,324.0879,232.6628,0,U,20253,999,25926,0,-.362E-5,0
LUSAT (LO-19),1990-005G,2026-02-07T21:34:04.029600,14.34075072,.00108771,98.8950,57.0814,221.3561,138.6800,0,U,20442,999,88386,.81151694E-4,.18E-5,0
HST,1990-037B,2026-02-07T19:00:59.638752,15.29003133,.00018101,28.4662,243.8802,133.8619,226.2126,0,U,20580,999,76873,.30147122E-3,.8971E-4,0
SKYNET 4C,1990-079A,2026-02-06T23:44:20.639328,1.00275920,.00037813,13.3803,350.7027,334.0892,201.7903,0,U,20776,999,12958,0,.128E-5,0
USA 65 (DSP 15),1990-095A,2026-02-07T18:52:06.899808,0.98396582,.00031214,14.0830,344.9421,56.5705,116.6398,0,U,20929,999,2419,0,-.52E-6,0
TDRS 5,1991-054B,2026-02-07T14:38:38.693184,1.00273758,.0012848,14.0866,354.7361,269.2483,285.7375,0,U,21639,999,12641,0,.87E-6,0
USA 75 (DSP 16),1991-080B,2026-02-07T15:42:40.057056,0.99190788,.00025241,14.0724,346.4317,59.7830,120.5375,0,U,21805,999,2442,0,-.297E-5,0
LAGEOS 2,1992-070B,2026-02-07T15:25:53.583456,6.47293284,.0137898,52.6817,348.5203,130.6922,70.8983,0,U,22195,999,78703,0,-.9E-7,0
TDRS 6,1993-003B,2026-02-07T18:11:18.312576,1.00270281,.00056818,14.1797,358.0177,209.4590,157.4255,0,U,22314,999,12111,0,-.292E-5,0
SCD 1,1993-009B,2026-02-07T23:39:19.861920,14.46049875,.00418697,24.9695,285.2834,210.3432,268.3940,0,U,22490,999,74239,.94352604E-4,.532E-5,0
UFO 2 (USA 95),1993-056A,2026-02-07T13:24:30.797856,1.00272140,.0008283,11.8523,4.2559,326.6571,36.5497,0,U,22787,999,11725,0,.127E-5,0
STELLA,1993-061B,2026-02-07T22:49:55.153056,14.27466569,.00053521,98.7908,102.6413,249.8949,234.5368,0,U,22824,999,68633,.2932501E-5,-.38E-6,0
EYESAT A (AO-27),1993-061C,2026-02-07T18:41:37.811040,14.30902855,.00093713,98.7047,106.1565,117.4906,242.7230,0,U,22825,999,68849,.77323317E-4,.158E-5,0
ITAMSAT (IO-26),1993-061D,2026-02-07T17:26:36.726144,14.31326068,.00099895,98.6996,106.0091,103.0958,257.1340,0,U,22826,999,68879,.88696968E-4,.19E-5,0
USA 99 (MILSTAR-1 1),1994-009A,2026-02-07T11:07:51.396384,1.00272724,.00041987,17.4246,29.1047,294.9333,250.5262,0,U,22988,999,3165,0,-.2E-5,0
RADIO ROSTO (RS15),1994-085A,2026-02-07T21:30:14.139936,11.27584001,.01515769,64.8164,152.3168,27.7004,333.1892,0,U,23439,999,28132,.37498293E-2,.89E-6,0
UFO 4 (USA 108),1995-003A,2026-02-07T17:30:44.700192,1.00268469,.00035556,9.6514,13.6490,303.5299,255.7602,0,U,23467,999,11365,0,-.19E-6,0
TDRS 7,1995-035B,2026-02-07T20:32:27.612960,1.00267433,.00058236,13.4303,349.0778,44.0045,142.0432,0,U,23613,999,11195,0,-.234E-5,0
USA 115 (MILSTAR-1 2),1995-060A,2026-02-07T11:58:38.606016,1.00270796,.0003813,14.0256,4.7084,323.0008,229.5805,0,U,23712,999,3158,0,-.18E-6,0
POLAR,1996-013A,2026-02-06T02:22:59.564928,1.29845938,.6337515,79.7044,228.5430,213.5146,82.2754,0,U,23802,999,14315,0,.226E-5,0
INMARSAT 3-F1,1996-020A,2026-02-07T16:51:40.942944,0.99986679,.00070894,10.3312,47.8116,249.3048,128.7868,0,U,23839,999,10896,0,.132E-5,0
USA 119,1996-029A,2026-02-07T16:41:55.740192,13.45813530,.08446005,63.3206,170.8284,47.1640,319.7279,0,U,23893,999,8784,.20694197E-3,.1108E-4,0
JAS-2 (FO-29),1996-046B,2026-02-07T15:07:22.678176,13.53266641,.0350823,98.5420,265.1103,72.6281,291.2904,0,U,24278,999,45564,.13884E-4,-.19E-6,0
INMARSAT 3-F2,1996-053A,2026-02-07T11:11:06.084960,0.99982161,.00059328,9.5628,55.2424,265.7380,265.3627,0,U,24307,999,10762,0,-.206E-5,0
INMARSAT 3-F3,1996-070A,2026-02-07T19:14:16.951776,1.00000963,.00075423,10.0385,50.8815,252.7254,298.0829,0,U,24674,999,10661,0,-.42E-6,0
NAVSTAR 43 (USA 132),1997-035A,2026-02-07T13:42:05.265792,2.00563994,.00974036,55.9218,103.6438,56.5109,304.4765,0,U,24876,999,20935,0,-.33E-6,0
FORTE,1997-047A,2026-02-07T22:06:47.623392,14.27881996,.00189637,69.9543,305.9831,95.8440,264.4845,0,U,24920,999,48023,.12538878E-3,.253E-5,0
AMC-3,1997-050A,2026-02-07T12:55:41.061216,1.00271288,.0003322,7.8284,65.5682,267.0048,286.9786,0,U,24936,999,5113,0,-.26E-5,0
USA 134,1997-065A,2026-02-07T12:44:12.161184,1.00274113,.000702,12.6298,22.6826,295.2725,258.6569,0,U,25019,999,3165,0,-.63E-6,0
ORBCOMM FM06,1997-084G,2026-02-07T22:16:38.233920,14.47152043,.00023219,45.0140,314.7893,336.0664,68.4398,0,U,25118,999,47566,.58019021E-3,.1992E-4,0
INMARSAT 3-F5,1998-006B,2026-02-07T21:34:21.680256,1.00269386,.0005099,9.4039,54.5328,274.2138,78.8288,0,U,25153,999,10259,0,-.289E-5,0
ORBCOMM FM04,1998-007C,2026-02-07T12:13:53.329728,14.35464111,.00406105,107.9648,262.6191,196.8513,163.1280,0,U,25159,999,45798,.51714737E-3,.137E-4,0
CELESTIS-02 & TAURUS R/B,1998-007D,2026-02-07T22:13:20.428896,14.22444274,.00620196,108.0137,71.3610,352.1897,75.6882,0,U,25160,999,45213,.76535903E-4,.44E-6,0
TECHSAT 1B (GO-32),1998-043D,2026-02-07T22:57:20.302272,14.24397369,.00008359,98.9989,28.5095,175.4729,184.6457,0,U,25397,999,43293,.69417065E-4,.114E-5,0
WESTPAC,1998-043E,2026-02-07T21:29:15.292896,14.23044402,.00009856,99.0021,21.9594,172.2159,187.9034,0,U,25398,999,43255,.21439163E-4,.2E-7,0
ORBCOMM FM19,1998-046C,2026-02-07T08:30:58.352256,14.39181530,.00017103,44.9934,140.5588,359.4799,47.3064,0,U,25415,999,43807,.63859569E-3,.1854E-4,0
ORBCOMM FM20,1998-046D,2026-02-07T17:15:06.344352,14.37826115,.00009189,44.9933,145.3593,211.9667,148.1125,0,U,25416,999,43815,.53144173E-3,.1475E-4,0
ORBCOMM FM27,1998-053G,2026-02-07T20:22:14.770848,14.38847450,.00005162,45.0037,229.5373,45.2731,314.8160,0,U,25481,999,43160,.45282163E-3,.1264E-4,0
SCD 2,1998-060A,2026-02-07T14:08:43.701216,14.45464215,.0016651,24.9941,151.3524,192.8263,290.9897,0,U,25504,999,44155,.12041E-3,.614E-5,0
ISS (ZARYA),1998-067A,2026-02-07T21:21:41.492448,15.48470326,.00110233,51.6314,219.6672,75.1924,285.0284,0,U,25544,999,55171,.21099807E-3,.10998E-3,0
SWAS,1998-071A,2026-02-07T19:58:45.303456,15.08565408,.00026798,69.8950,200.8526,101.3545,258.7920,0,U,25560,999,47775,.33454319E-3,.5138E-4,0
SKYNET 4E,1999-009B,2026-02-07T22:09:18.330048,0.99024808,.00044192,11.9881,9.7912,271.7787,256.8921,0,U,25639,999,4987,0,.56E-6,0
DLR-TUBSAT,1999-029B,2026-02-07T21:58:39.316512,14.52385101,.00147237,98.6629,30.2135,27.4786,332.7184,0,U,25757,999,41448,.58694721E-4,.191E-5,0
CXO,1999-040B,2026-02-08T19:15:34.574400,0.37804264,.8039148,54.0420,120.5771,310.7993,0.8658,0,U,25867,999,1683,0,.763E-5,0
ABS-6,1999-053A,2026-02-07T20:52:25.699296,1.00273856,.00023141,0.0576,262.1051,62.7425,285.2624,0,U,25924,999,9653,0,-.114E-5,0
NAVSTAR 46 (USA 145),1999-055A,2026-02-07T21:54:57.206304,2.00569093,.01066842,51.5790,301.1242,171.2033,6.2943,0,U,25933,999,19298,0,-.74E-6,0
UFO 10 (USA 146),1999-063A,2026-02-07T18:17:55.178880,1.00270424,.00059829,9.8356,27.9084,283.0095,78.5383,0,U,25967,999,9605,0,-.186E-5,0
ORBCOMM FM32,1999-065C,2026-02-07T10:12:51.154848,14.36901674,.00046939,45.0157,67.3464,147.8959,212.2175,0,U,25982,999,36842,.45634929E-3,.1221E-4,0
XMM-NEWTON,1999-066A,2026-02-08T16:51:28.469376,0.50132933,.4721165,65.1308,284.6769,67.1530,359.9463,0,U,25989,999,2236,0,.9E-6,0
TERRA,1999-068A,2026-02-07T22:20:56.651136,14.60981846,.00009338,97.9657,93.4931,278.4236,184.4737,0,U,25994,999,39073,.12121423E-3,.55E-5,0
ASIASTAR,2000-016A,2026-02-07T22:19:46.172928,1.00269254,.00042004,8.8291,59.5292,268.0692,250.3561,0,U,26107,999,9462,0,-.331E-5,0
IMAGE,2000-017A,2026-02-05T15:35:54.947328,1.68665826,.7531334,94.1059,313.5628,302.8784,6.2624,0,U,26113,999,15928,.16623E-1,.4E-7,0
USA 149 (DSP 20),2000-024A,2026-02-07T11:49:15.346272,1.00266087,.00019547,13.0721,12.7628,3.0349,133.8982,0,U,26356,999,3161,0,.96E-6,0
TDRS 8,2000-034A,2026-02-07T14:31:57.753120,1.00271973,.00055486,12.4786,32.4038,291.7247,116.3183,0,U,26388,999,9388,0,-.194E-5,0
NAVSTAR 48 (USA 151),2000-040A,2026-02-06T16:01:18.595776,2.00568699,.01234538,54.8807,220.3441,302.4531,58.9268,0,U,26407,999,18733,0,.56E-6,0
CLUSTER II-FM7 (SAMBA),2000-041A,2026-01-23T01:52:25.992768,0.44786329,.88359543,148.3592,29.7174,245.6118,359.2301,0,U,26410,999,1966,0,.4677E-4,0
CLUSTER II-FM8 (TANGO),2000-045B,2026-01-19T18:49:47.267040,0.44425532,.88330347,148.5838,29.9991,245.7591,359.3805,0,U,26464,999,1964,0,.5071E-4,0
NSS-11,2000-059A,2026-02-07T20:57:17.733024,1.00271463,.00030727,1.7925,83.0098,245.3541,299.9243,0,U,26554,999,3999,0,.29E-6,0
USA 153,2000-065A,2026-02-07T20:21:38.863008,1.00277383,.00020081,11.4019,36.4743,327.7251,213.4253,0,U,26575,999,3163,0,-.323E-5,0
AMC-6,2000-067A,2026-02-07T16:03:08.095680,1.00270857,.00032146,0.0649,282.2245,23.4551,297.8001,0,U,26580,999,9259,0,.93E-6,0
NAVSTAR 49 (USA 154),2000-071A,2026-02-06T05:46:30.005184,2.00571713,.0172037,55.5473,100.1274,265.1070,70.9847,0,U,26605,999,18488,0,-.25E-6,0
ODIN,2001-007A,2026-02-07T15:39:45.598176,15.55834153,.0001459,97.4138,73.5223,261.8237,98.2852,0,U,26702,999,36916,.66645E-3,.46159E-3,0
USA 157 (MILSTAR-2 2),2001-009A,2026-02-07T02:17:19.741632,1.00268796,.00390376,11.3987,20.5562,183.6354,177.2676,0,U,26715,999,3164,0,.111E-5,0
BSAT-2A,2001-011B,2026-02-07T13:34:59.794176,0.99174682,.0007121,10.4574,48.6698,226.4314,131.9549,0,U,26720,999,9068,0,.78E-6,0
INTELSAT 10 (IS-10),2001-019A,2026-02-04T00:57:54.771264,0.99072725,.00084341,8.7570,60.6079,252.6678,104.5252,0,U,26766,999,4425,0,-.36E-6,0
OMNI-M1,2001-026A,2026-02-07T00:39:06.197184,3.92402649,.00179029,44.8864,275.2498,19.3107,340.8070,0,U,26857,999,20046,0,-.21E-6,0
USA 159 (DSP 21),2001-033A,2026-02-07T19:52:53.905152,1.00281605,.00013065,12.6658,17.3368,193.3144,176.1081,0,U,26880,999,3167,0,-.296E-5,0
INTELSAT 902 (IS-902),2001-039A,2026-02-07T21:35:29.072256,1.00271327,.00045916,5.7905,73.3745,247.4118,90.9797,0,U,26900,999,8939,0,-.28E-5,0
PCSAT (NO-44),2001-043C,2026-02-07T20:57:05.105664,14.31894613,.0007046,67.0487,218.7237,266.3665,93.6631,0,U,26931,999,27193,.11295787E-3,.22E-5,0
PROBA-1,2001-049B,2026-02-07T22:38:05.381376,15.06863837,.00550583,97.9630,43.0058,198.4821,161.4407,0,U,26958,999,32415,.20304937E-3,.3063E-4,0
TIMED,2001-055B,2026-02-07T19:11:57.991200,14.94926478,.0002238,74.0691,135.4752,310.1063,49.9925,0,U,26998,999,31148,.23849144E-3,.2565E-4,0
MAROC-TUBSAT,2001-056D,2026-02-07T11:15:25.361856,13.70256399,.00205514,99.7963,212.9183,114.4151,300.6001,0,U,27004,999,20842,.31025113E-4,-.19E-6,0
COSMOS 2385,2001-058B,2026-02-07T22:16:22.263744,12.60562131,.00061301,82.5393,302.5299,156.8787,294.6895,0,U,27056,999,10949,-.39077949E-3,-.58E-6,0
COSMOS 2386,2001-058C,2026-02-07T21:44:41.360928,12.61613251,.00011143,82.5450,296.9453,57.2867,302.8331,0,U,27057,999,11020,.10280035E-3,.29E-6,0
USA 164 (MILSTAR-2 3),2002-001A,2026-02-07T03:05:30.124896,1.00270866,.00989458,11.0245,22.6806,4.0331,175.8218,0,U,27168,999,3165,0,.98E-6,0
INTELSAT 904 (IS-904),2002-007A,2026-02-07T21:40:51.058272,1.00272371,.00049144,6.5970,70.7490,294.4236,66.5289,0,U,27380,999,5047,0,-.223E-5,0
AQUA,2002-022A,2026-02-07T21:53:21.889824,14.61901895,.00015333,98.4122,5.7476,53.5027,8.2087,0,U,27424,999,26438,.28094957E-3,.1356E-4,0
DIRECTV 5 (TEMPO 1),2002-023A,2026-02-07T12:44:57.089184,1.00272542,.0003477,4.5467,76.9520,254.5411,247.2543,0,U,27426,999,8682,0,-.54E-6,0
INTELSAT 905 (IS-905),2002-027A,2026-02-07T17:45:13.313088,1.00272107,.00029985,6.4284,71.3727,254.9242,300.6379,0,U,27438,999,5006,0,.96E-6,0
GALAXY 3C (G-3C),2002-030A,2026-02-07T21:22:37.805376,1.00272028,.00008243,3.4044,79.8139,43.5769,240.4081,0,U,27445,999,4519,0,-.149E-5,0
COSMOS 2390,2002-036A,2026-02-07T22:38:43.952064,12.44620476,.00254633,82.4794,65.7735,178.6461,181.4693,0,U,27464,999,7159,-.30984246E-4,.6E-7,0
COSMOS 2391,2002-036B,2026-02-07T23:50:58.498368,12.44942199,.00264233,82.4791,62.3264,172.8694,187.2768,0,U,27465,999,7177,.49371117E-4,.17E-6,0
INTELSAT 906 (IS-906),2002-041A,2026-02-07T20:32:21.559776,1.00270635,.00040541,5.4738,74.5289,221.6057,214.0691,0,U,27513,999,8573,0,.16E-6,0
LATINSAT B,2002-058B,2026-02-07T21:29:21.063552,14.76801458,.00840639,64.5543,286.8548,295.2708,63.9701,0,U,27606,999,24300,.15267101E-3,.987E-5,0
SAUDISAT 1C (SO-50),2002-058C,2026-02-07T20:57:25.950528,14.82662230,.00744211,64.5528,168.9761,286.0922,73.1999,0,U,27607,999,24528,.27335608E-3,.2164E-4,0
LATINSAT A,2002-058H,2026-02-07T22:53:07.228896,14.85180762,.00570352,64.5571,2.8612,267.4203,92.0374,0,U,27612,999,24843,.20680098E-3,.1673E-4,0
NIMIQ 2,2002-062A,2026-02-07T12:45:12.065760,1.00272753,.0006353,9.1451,58.2533,267.5721,253.9037,0,U,27632,999,4288,0,-.68E-6,0
CORIOLIS,2003-001A,2026-02-07T23:06:07.327584,14.19900362,.00132836,98.7156,47.8081,222.0150,138.0008,0,U,27640,999,19588,.97618023E-4,.164E-5,0
SORCE,2003-004A,2026-02-07T22:20:36.862080,15.02844010,.00174408,39.9902,278.6932,207.7010,152.2855,0,U,27651,999,25244,.30154694E-3,.3976E-4,0
NAVSTAR 51 (USA 166),2003-005A,2026-02-07T11:41:06.106272,2.00567757,.01487361,54.9126,220.1198,52.5040,316.5442,0,U,27663,999,16871,0,.66E-6,0
USA 167,2003-008A,2026-02-07T02:25:26.464800,1.00272076,.00058042,10.7029,44.5617,283.7897,83.5688,0,U,27691,999,547,0,.4E-7,0
NAVSTAR 52 (USA 168),2003-010A,2026-02-07T17:53:58.574112,1.94743076,.00050193,54.8895,330.0535,329.6800,244.9126,0,U,27704,999,16739,0,-.107E-5,0
USA 169 (MILSTAR-2 4),2003-012A,2026-02-07T19:07:44.466816,1.00272277,.00990475,12.1526,30.8776,2.5996,183.5098,0,U,27711,999,3165,0,-.195E-5,0
ASIASAT 4,2003-014A,2026-02-07T20:31:51.779424,1.00272488,.00027411,4.3737,77.3939,238.7162,277.3724,0,U,27718,999,4400,0,-.219E-5,0
HELLAS-SAT 2,2003-020A,2026-02-07T21:46:50.483136,1.00272331,.00091361,7.0330,69.4394,226.3183,158.9049,0,U,27811,999,4155,0,-.82E-6,0
THURAYA-2,2003-026A,2026-02-07T15:11:28.048128,1.00272453,.00033567,8.6373,32.4804,292.9582,84.1686,0,U,27825,999,8305,0,.128E-5,0
OPTUS C1,2003-028B,2026-02-07T20:51:25.794720,1.00274454,.00061147,6.5660,70.9886,251.5110,284.0129,0,U,27831,999,5176,0,-.149E-5,0
MOST,2003-031D,2026-02-07T23:04:37.782624,14.21290708,.00087649,98.7079,48.4748,265.1947,94.8230,0,U,27843,999,17235,.70088742E-4,.109E-5,0
CUTE-1 (CO-55),2003-031E,2026-02-07T22:01:05.671200,14.24240443,.000929,98.6776,49.0883,194.8080,165.2828,0,U,27844,999,17327,.20088652E-3,.42E-5,0
CUBESAT XI-IV (CO-57),2003-031J,2026-02-07T23:34:18.994656,14.23539500,.0008841,98.6805,48.9686,213.5570,146.5049,0,U,27848,999,17299,.17488221E-3,.354E-5,0
SCISAT 1,2003-036A,2026-02-07T13:28:20.365248,14.81252230,.0006914,73.9287,68.8619,174.8872,185.2376,0,U,27858,999,21225,.13162E-3,.99E-5,0
COSMOS 2400,2003-037A,2026-02-07T22:39:40.436928,12.45187563,.00211316,82.4675,50.8882,341.4206,18.6101,0,U,27868,999,2145,.3363008E-3,.58E-6,0
COSMOS 2401,2003-037B,2026-02-07T22:32:18.189024,12.45500468,.00218158,82.4671,47.3252,336.6793,23.3297,0,U,27869,999,2168,.29765263E-3,.52E-6,0
USA 170,2003-040A,2026-02-06T16:50:51.346752,1.00269598,.00015055,10.2239,49.1717,257.6981,106.8418,0,U,27875,999,3169,0,.125E-5,0
MOZHAETS 4 (RS22),2003-042A,2026-02-07T23:46:46.966368,14.73168084,.00107156,98.3403,219.7320,323.6813,197.3821,0,U,27939,999,19652,.29447683E-3,.1846E-4,0
LARETS,2003-042F,2026-02-07T22:16:17.152320,14.63840324,.00135041,98.3959,198.5366,80.6936,279.5792,0,U,27944,999,19445,.30917909E-4,.111E-5,0
GALAXY 13 (HORIZONS-1),2003-044A,2026-02-07T17:41:36.158784,1.00273728,.00021338,1.0832,85.7072,235.9690,291.5514,0,U,27954,999,4527,0,.137E-5,0
IRS-P6 (RESOURCESAT-1),2003-046A,2026-02-07T23:56:09.083904,14.36098145,.00645328,98.2098,81.7292,11.0211,103.7534,0,U,28051,999,16198,.79259193E-4,.195E-5,0
DMSP 5D-3 F16 (USA 172),2003-048A,2026-02-07T22:18:59.626656,14.14450247,.00077776,99.0017,61.8299,147.3485,283.7542,0,U,28054,999,15121,.10207734E-3,.15E-5,0
CHUANGXIN 1 (CX-1),2003-049B,2026-02-07T15:49:52.927968,14.48507959,.0011776,98.5220,296.6977,211.6896,148.3589,0,U,28058,999,17752,.11174E-3,.374E-5,0
YAMAL 202,2003-053A,2026-02-07T21:55:09.461280,1.00271518,.00063414,6.0167,72.5283,221.6802,336.0421,0,U,28089,999,8140,0,-.78E-6,0
UFO 11 (USA 174),2003-057A,2026-02-07T20:22:21.787392,1.00272426,.00039492,8.8036,34.4439,268.5226,215.9747,0,U,28117,999,8115,0,-.1E-5,0
NAVSTAR 53 (USA 175),2003-058A,2026-02-06T18:47:24.383904,1.92678570,.00032,54.9505,28.0951,305.0246,54.9513,0,U,28129,999,16195,0,-.86E-6,0
USA 176 (DSP 22),2004-004A,2026-02-07T11:05:59.074656,1.00275721,.00026436,11.8853,27.0146,268.7787,271.7069,0,U,28158,999,3163,0,-.159E-5,0
ABS-4 (MOBISAT-1),2004-007A,2026-02-07T20:57:21.627072,1.00271516,.00053559,5.7141,73.5961,247.8485,191.8180,0,U,28184,999,5104,0,.42E-6,0
EUTELSAT 139 WEST A,2004-008A,2026-02-07T12:51:11.492352,1.00842111,.0001761,5.5003,73.5852,146.3193,22.4954,0,U,28187,999,8005,0,-.244E-5,0
NAVSTAR 54 (USA 177),2004-009A,2026-02-05T10:58:24.473280,2.00558948,.01098205,54.9371,281.0098,168.4662,331.8054,0,U,28190,999,16030,0,-.35E-6,0
SHIYAN-1 (SY-1),2004-012A,2026-02-07T17:28:19.992288,15.30076345,.00070876,97.8831,108.6781,113.7946,246.4037,0,U,28220,999,19127,.67529995E-3,.19618E-3,0
AMC-11,2004-017A,2026-02-07T21:18:08.234784,1.00273412,.00031218,0.0472,284.5170,47.5280,14.3714,0,U,28252,999,7956,0,-.44E-6,0
INTELSAT 10-02,2004-022A,2026-02-07T21:49:27.732000,1.00275643,.00011134,0.0149,100.9716,260.9104,102.4842,0,U,28358,999,7926,0,-.5E-7,0
NAVSTAR 55 (USA 178),2004-023A,2026-02-05T12:39:18.291456,2.00575719,.01589945,54.7700,92.0310,297.5070,73.9171,0,U,28361,999,15840,0,-.26E-6,0
APRIZESAT 2,2004-025A,2026-02-07T22:23:42.875232,14.37965894,.01044493,98.0865,212.3155,280.4352,78.5079,0,U,28366,999,13306,.10867515E-3,.306E-5,0
SAUDICOMSAT 1,2004-025D,2026-02-07T23:23:19.736736,14.55351912,.00332589,98.5801,45.6083,60.4151,300.0352,0,U,28369,999,14533,.15022595E-3,.607E-5,0
SAUDICOMSAT 2,2004-025E,2026-02-07T22:35:01.316544,14.49883119,.00544912,98.6682,47.5141,291.6199,67.9194,0,U,28370,999,14137,.14089657E-3,.504E-5,0
SAUDISAT 2,2004-025F,2026-02-07T22:59:25.037952,14.56587912,.00242471,98.5472,35.6329,336.4078,23.6005,0,U,28371,999,14693,.12360071E-3,.503E-5,0
APRIZESAT 1,2004-025G,2026-02-07T22:13:40.470240,14.51691682,.00444726,98.6337,46.1152,186.8703,173.1887,0,U,28372,999,14315,.10586945E-3,.381E-5,0
AURA,2004-026A,2026-02-07T21:46:49.280448,14.61075060,.00012692,98.3263,354.4291,66.8895,293.2439,0,U,28376,999,14733,.26441747E-3,.1251E-4,0
ANIK F2,2004-027A,2026-02-07T21:18:00.747360,1.00271677,.00021563,2.9504,81.2105,275.5913,349.5654,0,U,28378,999,3996,0,-.46E-6,0
COSMOS 2407,2004-028A,2026-02-07T21:25:02.856288,13.76321468,.00380364,82.9635,170.5786,253.2784,222.0932,0,U,28380,999,8209,.87498366E-4,.101E-5,0
SHIJIAN-6 01A (SJ-6 01A),2004-035A,2026-02-07T22:44:10.897440,15.15868001,.00055043,97.6016,65.8071,209.6339,150.4582,0,U,28413,999,16787,.52739659E-3,.10033E-3,0
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-02-07T22:37:20.652960,15.05483757,.00040478,97.6146,58.4845,207.5938,152.5074,0,U,28414,999,16737,.19108237E-3,.2685E-4,0
COSMOS 2408,2004-037A,2026-02-07T22:32:41.824608,12.45676344,.00157784,82.4819,46.8286,187.8146,172.2692,0,U,28419,999,97181,.49075454E-3,.8E-6,0
COSMOS 2409,2004-037B,2026-02-07T22:37:55.297632,12.45320497,.00131573,82.4817,49.9981,198.4152,161.6454,0,U,28420,999,97146,.22685636E-3,.42E-6,0
